index,district,ward,type_of_housing,legal_paper,price
7902,Thanh Xuân,Kim Giang,"Nhà ngõ, hẻm",Đã có sổ,100.0
77045,Hai Bà Trưng,Minh Khai,"Nhà ngõ, hẻm",Đã có sổ,50.27
39755,Thanh Xuân,Khương Đình,"Nhà ngõ, hẻm",Đã có sổ,87.14
51070,Cầu Giấy,Quan Hoa,"Nhà mặt phố, mặt tiền",Đã có sổ,435.56
41947,Tây Hồ,Xuân La,"Nhà ngõ, hẻm",Đã có sổ,84.48
12207,Đống Đa,Cát Linh,"Nhà ngõ, hẻm",Đã có sổ,152.17
74980,Ba Đình,Đội Cấn,"Nhà ngõ, hẻm",Đã có sổ,87.0
62819,Cầu Giấy,Mai Dịch,"Nhà ngõ, hẻm",Đã có sổ,96.15
48011,Hai Bà Trưng,Thanh Nhàn,"Nhà ngõ, hẻm",Đã có sổ,133.87
17207,Long Biên,Long Biên,"Nhà mặt phố, mặt tiền",Đã có sổ,66.13
66887,Hà Đông,Văn Quán,"Nhà mặt phố, mặt tiền",Đã có sổ,105.71
41941,Hà Đông,Quang Trung,"Nhà mặt phố, mặt tiền",Đã có sổ,134.0
31776,Hai Bà Trưng,Đồng Tâm,"Nhà mặt phố, mặt tiền",Đã có sổ,98.33
22942,Nam Từ Liêm,Cầu Diễn,"Nhà ngõ, hẻm",Đã có sổ,102.63
41930,Thanh Xuân,Khương Trung,"Nhà ngõ, hẻm",Đã có sổ,117.5
53546,Long Biên,Ngọc Lâm,"Nhà ngõ, hẻm",Đã có sổ,95.24
7095,Hoàng Mai,Tân Mai,"Nhà ngõ, hẻm",Đã có sổ,64.44
59138,Long Biên,Ngọc Thụy,"Nhà mặt phố, mặt tiền",Đã có sổ,116.67
50790,Bắc Từ Liêm,Xuân Đỉnh,"Nhà ngõ, hẻm",Đã có sổ,102.5
17816,Ba Đình,Vĩnh Phúc,"Nhà ngõ, hẻm",Đã có sổ,93.44
42543,Nam Từ Liêm,Mỹ Đình 1,"Nhà ngõ, hẻm",Đã có sổ,96.67
16689,Cầu Giấy,Dịch Vọng,"Nhà ngõ, hẻm",Đã có sổ,95.65
15085,Long Biên,Ngọc Lâm,"Nhà ngõ, hẻm",Đã có sổ,54.55
59481,Tây Hồ,Bưởi,"Nhà ngõ, hẻm",Đã có sổ,116.13
47715,Cầu Giấy,Nghĩa Đô,"Nhà ngõ, hẻm",Đã có sổ,94.44
44330,Thanh Xuân,Thanh Xuân Bắc,"Nhà mặt phố, mặt tiền",Đã có sổ,111.11
62986,Đống Đa,Văn Chương,"Nhà ngõ, hẻm",Đã có sổ,102.94
25533,Hai Bà Trưng,Quỳnh Mai,"Nhà ngõ, hẻm",Đã có sổ,115.38
63585,Hoàng Mai,Định Công,"Nhà ngõ, hẻm",Đã có sổ,71.25
77308,Thanh Xuân,Khương Đình,"Nhà ngõ, hẻm",Đã có sổ,100.0
75373,Hai Bà Trưng,Trương Định,"Nhà ngõ, hẻm",Đã có sổ,89.6
14143,Bắc Từ Liêm,Xuân Đỉnh,"Nhà ngõ, hẻm",Đã có sổ,48.75
35988,Nam Từ Liêm,Trung Văn,"Nhà mặt phố, mặt tiền",Giấy tờ khác,36.46
28897,Long Biên,Đức Giang,"Nhà ngõ, hẻm",Đã có sổ,79.41
2799,Hai Bà Trưng,Bách Khoa,"Nhà ngõ, hẻm",Đã có sổ,122.58
51013,Ba Đình,Ngọc Hà,"Nhà ngõ, hẻm",Đã có sổ,125.0
16291,Cầu Giấy,Dịch Vọng Hậu,"Nhà ngõ, hẻm",Đã có sổ,90.63
15892,Đống Đa,Láng Thượng,"Nhà ngõ, hẻm",Đã có sổ,94.29
47201,Long Biên,Bồ Đề,"Nhà mặt phố, mặt tiền",Đã có sổ,72.73
6115,Long Biên,Phúc Đồng,"Nhà ngõ, hẻm",Đã có sổ,69.35
7172,Hoàng Mai,Giáp Bát,"Nhà ngõ, hẻm",Đã có sổ,79.75
56302,Nam Từ Liêm,Mỹ Đình 2,"Nhà ngõ, hẻm",Đã có sổ,78.57
49031,Hai Bà Trưng,Minh Khai,"Nhà ngõ, hẻm",Đã có sổ,76.92
75988,Cầu Giấy,Trung Hoà,"Nhà ngõ, hẻm",Đã có sổ,81.25
61717,Hai Bà Trưng,Thanh Lương,"Nhà ngõ, hẻm",Đã có sổ,100.0
25299,Huyện Gia Lâm,Thị trấn Trâu Quỳ,Nhà biệt thự,Đang chờ sổ,83.33
65286,Cầu Giấy,Quan Hoa,"Nhà ngõ, hẻm",Đã có sổ,101.25
11186,Long Biên,Long Biên,"Nhà ngõ, hẻm",Đã có sổ,112.77
842,Ba Đình,Cống Vị,"Nhà ngõ, hẻm",Đã có sổ,131.43
17590,Đống Đa,Kim Liên,"Nhà ngõ, hẻm",Đã có sổ,83.33
22137,Long Biên,Thượng Thanh,"Nhà ngõ, hẻm",Đã có sổ,337.5
33576,Hai Bà Trưng,Minh Khai,"Nhà ngõ, hẻm",Đã có sổ,58.89
71282,Long Biên,Bồ Đề,"Nhà mặt phố, mặt tiền",Đã có sổ,144.68
22128,Bắc Từ Liêm,Cổ Nhuế 1,"Nhà mặt phố, mặt tiền",Đã có sổ,1.67
10904,Hoàng Mai,Giáp Bát,"Nhà mặt phố, mặt tiền",Đã có sổ,114.29
77185,Hoàng Mai,Tương Mai,"Nhà ngõ, hẻm",Đã có sổ,65.0
13913,Hà Đông,Vạn Phúc,"Nhà ngõ, hẻm",Đã có sổ,92.19
23432,Đống Đa,Nam Đồng,"Nhà mặt phố, mặt tiền",Đã có sổ,178.33
77192,Hai Bà Trưng,Vĩnh Tuy,"Nhà ngõ, hẻm",Đã có sổ,92.31
64700,Đống Đa,Ô Chợ Dừa,"Nhà ngõ, hẻm",Đã có sổ,97.0
12108,Hai Bà Trưng,Thanh Nhàn,"Nhà ngõ, hẻm",Đã có sổ,62.5
69619,Thanh Xuân,Khương Trung,"Nhà ngõ, hẻm",Đã có sổ,55.26
58013,Đống Đa,Quốc Tử Giám,"Nhà ngõ, hẻm",Đã có sổ,70.59
47497,Hoàng Mai,Tân Mai,"Nhà ngõ, hẻm",Đã có sổ,78.89
51528,Cầu Giấy,Dịch Vọng Hậu,"Nhà ngõ, hẻm",Đã có sổ,82.86
28049,Đống Đa,Trung Phụng,"Nhà ngõ, hẻm",Đã có sổ,81.4
76336,Bắc Từ Liêm,Xuân Đỉnh,"Nhà ngõ, hẻm",Đã có sổ,89.39
74060,Cầu Giấy,Dịch Vọng,"Nhà mặt phố, mặt tiền",Đã có sổ,200.0
44198,Bắc Từ Liêm,Xuân Đỉnh,"Nhà ngõ, hẻm",Đã có sổ,50.0
62738,Hai Bà Trưng,Minh Khai,"Nhà ngõ, hẻm",Đã có sổ,91.11
39210,Đống Đa,Khương Thượng,"Nhà ngõ, hẻm",Đã có sổ,80.0
78800,Cầu Giấy,Mai Dịch,"Nhà ngõ, hẻm",Đã có sổ,88.16
59645,Đống Đa,Nam Đồng,"Nhà ngõ, hẻm",Đã có sổ,97.0
60893,Cầu Giấy,Dịch Vọng,"Nhà mặt phố, mặt tiền",Đã có sổ,222.22
40942,Hoàng Mai,Lĩnh Nam,"Nhà ngõ, hẻm",Đã có sổ,54.0
34221,Đống Đa,Láng Thượng,"Nhà mặt phố, mặt tiền",Đã có sổ,125.93
60295,Bắc Từ Liêm,Cổ Nhuế 2,"Nhà ngõ, hẻm",Đã có sổ,85.94
16884,Ba Đình,Vĩnh Phúc,"Nhà ngõ, hẻm",Đã có sổ,23.13
25656,Đống Đa,Thổ Quan,"Nhà ngõ, hẻm",Đã có sổ,77.42
58019,Long Biên,Việt Hưng,"Nhà ngõ, hẻm",Đã có sổ,86.45
80609,Hà Đông,Phúc La,"Nhà ngõ, hẻm",Đã có sổ,85.0
21919,Hai Bà Trưng,Đống Mác,"Nhà mặt phố, mặt tiền",Đã có sổ,421.43
24070,Đống Đa,Quang Trung,"Nhà ngõ, hẻm",Đã có sổ,100.0
46240,Thanh Xuân,Nhân Chính,"Nhà mặt phố, mặt tiền",Đã có sổ,111.11
38126,Hà Đông,Nguyễn Trãi,"Nhà mặt phố, mặt tiền",Đã có sổ,134.0
73683,Bắc Từ Liêm,Phú Diễn,"Nhà mặt phố, mặt tiền",Đã có sổ,60.0
13522,Long Biên,Ngọc Lâm,"Nhà ngõ, hẻm",Đã có sổ,88.24
74211,Long Biên,Phúc Lợi,"Nhà ngõ, hẻm",Đã có sổ,61.67
13005,Thanh Xuân,Khương Trung,"Nhà ngõ, hẻm",Đã có sổ,122.22
42025,Hà Đông,Hà Cầu,"Nhà mặt phố, mặt tiền",Đã có sổ,114.29
67235,Hoàng Mai,Định Công,"Nhà ngõ, hẻm",Giấy tờ khác,25.0
18767,Cầu Giấy,Mai Dịch,Nhà phố liền kề,Đã có sổ,109.63
25972,Hoàng Mai,Tân Mai,"Nhà ngõ, hẻm",Đã có sổ,105.71
19812,Thanh Xuân,Phương Liệt,"Nhà ngõ, hẻm",Đã có sổ,73.68
33258,Cầu Giấy,Yên Hoà,"Nhà ngõ, hẻm",Đã có sổ,100.0
55996,Đống Đa,Trung Tự,"Nhà ngõ, hẻm",Đã có sổ,94.39
66905,Đống Đa,Thịnh Quang,"Nhà ngõ, hẻm",Đang chờ sổ,80.0
49743,Thanh Xuân,Thanh Xuân Nam,"Nhà mặt phố, mặt tiền",Đã có sổ,83.75
9005,Thanh Xuân,Nhân Chính,"Nhà ngõ, hẻm",Đã có sổ,85.71
76776,Đống Đa,Khâm Thiên,"Nhà ngõ, hẻm",Đã có sổ,78.0
38128,Nam Từ Liêm,Cầu Diễn,"Nhà ngõ, hẻm",Đã có sổ,34.65
46574,Đống Đa,Thịnh Quang,"Nhà ngõ, hẻm",Đã có sổ,93.48
40610,Bắc Từ Liêm,Phú Diễn,"Nhà ngõ, hẻm",Đã có sổ,62.5
74019,Hà Đông,Văn Quán,"Nhà ngõ, hẻm",Đã có sổ,73.61
53774,Thanh Xuân,Thanh Xuân Bắc,"Nhà ngõ, hẻm",Đã có sổ,105.0
36737,Đống Đa,Ngã Tư Sở,"Nhà mặt phố, mặt tiền",Đã có sổ,122.86
46091,Hai Bà Trưng,Minh Khai,"Nhà ngõ, hẻm",Đã có sổ,84.38
39190,Hà Đông,Mộ Lao,"Nhà ngõ, hẻm",Đã có sổ,90.28
7564,Hai Bà Trưng,Bạch Đằng,"Nhà ngõ, hẻm",Đã có sổ,55.0
23298,Hai Bà Trưng,Bạch Mai,"Nhà ngõ, hẻm",Đã có sổ,52.94
28439,Nam Từ Liêm,Trung Văn,"Nhà mặt phố, mặt tiền",Đã có sổ,117.54
16626,Đống Đa,Láng Thượng,"Nhà ngõ, hẻm",Đã có sổ,80.0
7628,Hoàng Mai,Thanh Trì,"Nhà ngõ, hẻm",Đã có sổ,62.5
31974,Nam Từ Liêm,Mỹ Đình 1,"Nhà mặt phố, mặt tiền",Đã có sổ,151.47
45367,Long Biên,Long Biên,"Nhà ngõ, hẻm",Đã có sổ,66.25
45680,Ba Đình,Liễu Giai,Nhà biệt thự,Đã có sổ,257.0
72038,Hà Đông,Văn Quán,"Nhà ngõ, hẻm",Đã có sổ,57.35
7001,Hà Đông,Văn Quán,"Nhà mặt phố, mặt tiền",Đã có sổ,111.43
33429,Long Biên,Ngọc Thụy,"Nhà ngõ, hẻm",Đã có sổ,66.0
24135,Đống Đa,Kim Liên,"Nhà ngõ, hẻm",Đã có sổ,90.0
76039,Nam Từ Liêm,Trung Văn,"Nhà ngõ, hẻm",Đã có sổ,74.0
8276,Cầu Giấy,Dịch Vọng,"Nhà ngõ, hẻm",Đã có sổ,139.29
41337,Đống Đa,Quốc Tử Giám,"Nhà ngõ, hẻm",Đã có sổ,94.29
2279,Thanh Xuân,Kim Giang,"Nhà ngõ, hẻm",Đã có sổ,89.74
67590,Hà Đông,La Khê,"Nhà ngõ, hẻm",Đã có sổ,80.95
74580,Thanh Xuân,Nhân Chính,"Nhà ngõ, hẻm",Đã có sổ,85.71
31864,Đống Đa,Ngã Tư Sở,"Nhà mặt phố, mặt tiền",Đã có sổ,118.33
23219,Thanh Xuân,Khương Đình,"Nhà ngõ, hẻm",Đã có sổ,102.86
37368,Hai Bà Trưng,Minh Khai,"Nhà mặt phố, mặt tiền",Đã có sổ,120.0
25147,Hà Đông,La Khê,"Nhà ngõ, hẻm",Đã có sổ,53.95
30345,Đống Đa,Khâm Thiên,"Nhà ngõ, hẻm",Đã có sổ,100.0
13968,Thanh Xuân,Khương Mai,"Nhà ngõ, hẻm",Đã có sổ,102.22
28120,Hà Đông,Phú Lương,"Nhà ngõ, hẻm",Đã có sổ,39.41
49351,Thanh Xuân,Khương Mai,"Nhà ngõ, hẻm",Đã có sổ,86.11
61465,Hai Bà Trưng,Trương Định,"Nhà ngõ, hẻm",Đã có sổ,91.43
48253,Đống Đa,Phương Mai,"Nhà ngõ, hẻm",Đã có sổ,87.5
51133,Thanh Xuân,Thanh Xuân Bắc,"Nhà ngõ, hẻm",Đã có sổ,153.49
37403,Đống Đa,Kim Liên,"Nhà ngõ, hẻm",Đã có sổ,68.33
73518,Hai Bà Trưng,Minh Khai,"Nhà ngõ, hẻm",Đã có sổ,95.31
69584,Hà Đông,Mộ Lao,"Nhà ngõ, hẻm",Đã có sổ,80.43
60828,Thanh Xuân,Khương Đình,"Nhà ngõ, hẻm",Đã có sổ,93.33
81739,Đống Đa,Cát Linh,"Nhà ngõ, hẻm",Đã có sổ,65.45
31113,Đống Đa,Trung Liệt,"Nhà mặt phố, mặt tiền",Đã có sổ,129.17
72138,Cầu Giấy,Nghĩa Đô,"Nhà ngõ, hẻm",Đã có sổ,107.14
41783,Hà Đông,Yên Nghĩa,"Nhà ngõ, hẻm",Đã có sổ,31.58
34639,Hà Đông,Phú Lãm,"Nhà ngõ, hẻm",Đã có sổ,26.67
19086,Tây Hồ,Quảng An,"Nhà ngõ, hẻm",Đã có sổ,125.71
12379,Đống Đa,Ô Chợ Dừa,"Nhà ngõ, hẻm",Đã có sổ,85.71
76862,Ba Đình,Kim Mã,"Nhà ngõ, hẻm",Đã có sổ,94.44
15373,Đống Đa,Khâm Thiên,"Nhà ngõ, hẻm",Đã có sổ,85.94
38732,Ba Đình,Liễu Giai,"Nhà ngõ, hẻm",Đã có sổ,85.0
77443,Hai Bà Trưng,Minh Khai,"Nhà ngõ, hẻm",Đã có sổ,78.0
3220,Đống Đa,Trung Liệt,"Nhà ngõ, hẻm",Đã có sổ,431.15
4570,Hà Đông,La Khê,"Nhà mặt phố, mặt tiền",Đã có sổ,60.94
40226,Hai Bà Trưng,Bạch Mai,"Nhà ngõ, hẻm",Đã có sổ,80.65
56435,Hoàng Mai,Hoàng Liệt,"Nhà ngõ, hẻm",Đã có sổ,61.43
69946,Thanh Xuân,Thanh Xuân Nam,"Nhà ngõ, hẻm",Đã có sổ,45.45
18646,Thanh Xuân,Khương Mai,"Nhà ngõ, hẻm",Đã có sổ,112.0
35780,Thanh Xuân,Khương Đình,"Nhà ngõ, hẻm",Đã có sổ,78.79
33509,Đống Đa,Láng Hạ,"Nhà ngõ, hẻm",Đã có sổ,103.03
22058,Hà Đông,La Khê,"Nhà ngõ, hẻm",Đã có sổ,69.7
26910,Hà Đông,Phú La,"Nhà mặt phố, mặt tiền",Đã có sổ,66.0
59074,Cầu Giấy,Nghĩa Tân,"Nhà ngõ, hẻm",Đã có sổ,112.0
68826,Hà Đông,Yên Nghĩa,"Nhà ngõ, hẻm",Đã có sổ,36.94
19636,Ba Đình,Vĩnh Phúc,"Nhà ngõ, hẻm",Đang chờ sổ,93.13
39070,Đống Đa,Trung Liệt,"Nhà ngõ, hẻm",Đã có sổ,75.0
33,Cầu Giấy,Nghĩa Đô,"Nhà ngõ, hẻm",Đã có sổ,95.56
72159,Hai Bà Trưng,Bạch Mai,"Nhà ngõ, hẻm",Đã có sổ,83.33
5909,Tây Hồ,Phú Thượng,"Nhà ngõ, hẻm",Đã có sổ,71.25
59725,Nam Từ Liêm,Phương Canh,"Nhà ngõ, hẻm",Đã có sổ,76.67
33513,Hoàng Mai,Hoàng Văn Thụ,"Nhà ngõ, hẻm",Đã có sổ,68.33
51064,Hoàng Mai,Lĩnh Nam,"Nhà ngõ, hẻm",Đã có sổ,66.18
69780,Đống Đa,Hàng Bột,"Nhà ngõ, hẻm",Đã có sổ,90.0
10800,Nam Từ Liêm,Phú Đô,"Nhà mặt phố, mặt tiền",Đã có sổ,94.29
52903,Hà Đông,Mộ Lao,"Nhà ngõ, hẻm",Đã có sổ,61.76
5172,Thanh Xuân,Kim Giang,"Nhà ngõ, hẻm",Đã có sổ,70.0
59367,Thanh Xuân,Phương Liệt,"Nhà mặt phố, mặt tiền",Đã có sổ,2.54
66115,Thanh Xuân,Khương Trung,"Nhà ngõ, hẻm",Đã có sổ,85.0
25835,Đống Đa,Quang Trung,"Nhà ngõ, hẻm",Đã có sổ,55.0
64543,Cầu Giấy,Mai Dịch,"Nhà ngõ, hẻm",Đã có sổ,83.33
78808,Nam Từ Liêm,Trung Văn,Nhà phố liền kề,Đã có sổ,116.28
34027,Đống Đa,Láng Thượng,"Nhà ngõ, hẻm",Đã có sổ,98.72
63238,Thanh Xuân,Khương Đình,"Nhà ngõ, hẻm",Đã có sổ,75.56
18086,Ba Đình,Liễu Giai,"Nhà ngõ, hẻm",Đã có sổ,121.56
2082,Hà Đông,La Khê,"Nhà mặt phố, mặt tiền",Đã có sổ,73.33
36364,Thanh Xuân,Hạ Đình,"Nhà ngõ, hẻm",Đã có sổ,63.64
62202,Thanh Xuân,Khương Mai,"Nhà ngõ, hẻm",Đã có sổ,133.33
2542,Tây Hồ,Xuân La,"Nhà ngõ, hẻm",Đã có sổ,177.78
10992,Ba Đình,Kim Mã,"Nhà ngõ, hẻm",Đã có sổ,89.06
27351,Thanh Xuân,Nhân Chính,"Nhà ngõ, hẻm",Đã có sổ,81.33
48748,Hai Bà Trưng,Cầu Dền,"Nhà ngõ, hẻm",Đã có sổ,111.0
5816,Cầu Giấy,Mai Dịch,"Nhà ngõ, hẻm",Đã có sổ,85.45
66879,Đống Đa,Thịnh Quang,"Nhà mặt phố, mặt tiền",Đã có sổ,77.42
541,Long Biên,Việt Hưng,"Nhà ngõ, hẻm",Đã có sổ,115.38
54004,Hà Đông,Hà Cầu,"Nhà ngõ, hẻm",Đã có sổ,60.87
54227,Ba Đình,Ngọc Hà,"Nhà ngõ, hẻm",Đã có sổ,94.05
756,Hoàng Mai,Hoàng Văn Thụ,"Nhà ngõ, hẻm",Đã có sổ,68.75
39264,Thanh Xuân,Nhân Chính,"Nhà ngõ, hẻm",Đã có sổ,59.6
29125,Hoàng Mai,Hoàng Văn Thụ,"Nhà ngõ, hẻm",Đã có sổ,62.5
2079,Thanh Xuân,Khương Đình,"Nhà ngõ, hẻm",Đã có sổ,91.43
25785,Hoàng Mai,Đại Kim,"Nhà ngõ, hẻm",Đã có sổ,71.43
56658,Hoàng Mai,Lĩnh Nam,"Nhà ngõ, hẻm",Đã có sổ,110.0
7707,Cầu Giấy,Dịch Vọng,"Nhà mặt phố, mặt tiền",Đã có sổ,80.0
13454,Hai Bà Trưng,Minh Khai,"Nhà ngõ, hẻm",Đã có sổ,78.0
64172,Đống Đa,Kim Liên,"Nhà ngõ, hẻm",Đã có sổ,81.13
59675,Hai Bà Trưng,Minh Khai,"Nhà ngõ, hẻm",Đã có sổ,100.0
18906,Hà Đông,Phú La,"Nhà ngõ, hẻm",Đã có sổ,78.05
47924,Thanh Xuân,Khương Mai,"Nhà ngõ, hẻm",Đã có sổ,106.38
22431,Hai Bà Trưng,Thanh Nhàn,"Nhà ngõ, hẻm",Đã có sổ,114.63
49665,Hà Đông,Quang Trung,Nhà phố liền kề,Đã có sổ,130.67
39401,Hoàng Mai,Định Công,"Nhà ngõ, hẻm",Đã có sổ,54.69
28585,Huyện Thanh Trì,Xã Tứ Hiệp,"Nhà ngõ, hẻm",Đã có sổ,52.5
12928,Hà Đông,Mộ Lao,"Nhà ngõ, hẻm",Đã có sổ,60.56
54897,Đống Đa,Khương Thượng,"Nhà ngõ, hẻm",Đã có sổ,100.0
30314,Nam Từ Liêm,Mỹ Đình 1,"Nhà ngõ, hẻm",Đã có sổ,83.33
19201,Ba Đình,Phúc Xá,"Nhà mặt phố, mặt tiền",Đã có sổ,241.38
41457,Thanh Xuân,Khương Đình,"Nhà ngõ, hẻm",Đã có sổ,92.5
7972,Đống Đa,Khương Thượng,"Nhà ngõ, hẻm",Đã có sổ,93.94
23805,Hà Đông,La Khê,"Nhà ngõ, hẻm",Đã có sổ,50.0
46258,Thanh Xuân,Thanh Xuân Nam,"Nhà mặt phố, mặt tiền",Đã có sổ,234.38
62221,Thanh Xuân,Khương Mai,"Nhà ngõ, hẻm",Đã có sổ,81.13
26322,Hai Bà Trưng,Thanh Lương,"Nhà ngõ, hẻm",Đã có sổ,85.71
80466,Thanh Xuân,Phương Liệt,"Nhà ngõ, hẻm",Đã có sổ,80.95
50634,Ba Đình,Vĩnh Phúc,"Nhà ngõ, hẻm",Đã có sổ,128.57
41756,Hai Bà Trưng,Thanh Nhàn,"Nhà mặt phố, mặt tiền",Đã có sổ,295.56
32367,Hoàng Mai,Thanh Trì,"Nhà ngõ, hẻm",Đã có sổ,85.71
72343,Nam Từ Liêm,Mỹ Đình 2,"Nhà ngõ, hẻm",Đã có sổ,128.89
46531,Thanh Xuân,Thanh Xuân Bắc,"Nhà mặt phố, mặt tiền",Đã có sổ,86.25
13428,Đống Đa,Láng Hạ,"Nhà ngõ, hẻm",Đã có sổ,114.71
73044,Cầu Giấy,Yên Hoà,"Nhà ngõ, hẻm",Đã có sổ,95.0
62469,Hai Bà Trưng,Vĩnh Tuy,"Nhà mặt phố, mặt tiền",Đã có sổ,80.0
26689,Hà Đông,Văn Quán,"Nhà mặt phố, mặt tiền",Đã có sổ,134.04
2035,Thanh Xuân,Kim Giang,Nhà phố liền kề,Đã có sổ,101.28
34593,Hà Đông,Vạn Phúc,"Nhà mặt phố, mặt tiền",Đã có sổ,93.94
49230,Huyện Hoài Đức,Xã Kim Chung,"Nhà ngõ, hẻm",Đã có sổ,44.12
45455,Nam Từ Liêm,Mỹ Đình 1,"Nhà mặt phố, mặt tiền",Đã có sổ,118.42
63296,Hai Bà Trưng,Bạch Đằng,"Nhà mặt phố, mặt tiền",Đã có sổ,126.67
5506,Hoàng Mai,Tương Mai,"Nhà mặt phố, mặt tiền",Đã có sổ,202.38
22570,Đống Đa,Nam Đồng,"Nhà ngõ, hẻm",Đã có sổ,100.0
67565,Huyện Thanh Trì,Xã Tam Hiệp,"Nhà ngõ, hẻm",Đã có sổ,64.62
20969,Ba Đình,Đội Cấn,"Nhà ngõ, hẻm",Đã có sổ,109.23
80981,Cầu Giấy,Quan Hoa,"Nhà ngõ, hẻm",Đã có sổ,85.71
69308,Đống Đa,Láng Hạ,"Nhà ngõ, hẻm",Đã có sổ,109.09
72897,Hoàng Mai,Định Công,"Nhà ngõ, hẻm",Đã có sổ,85.0
19128,Tây Hồ,Xuân La,"Nhà ngõ, hẻm",Đã có sổ,101.61
65633,Nam Từ Liêm,Mỹ Đình 1,"Nhà ngõ, hẻm",Đã có sổ,100.0
70753,Tây Hồ,Thụy Khuê,"Nhà ngõ, hẻm",Đã có sổ,100.0
37822,Bắc Từ Liêm,Xuân Đỉnh,"Nhà mặt phố, mặt tiền",Đã có sổ,180.0
2934,Hà Đông,La Khê,"Nhà mặt phố, mặt tiền",Đã có sổ,70.0
58600,Hoàng Mai,Lĩnh Nam,"Nhà ngõ, hẻm",Đã có sổ,57.14
15895,Đống Đa,Trung Tự,"Nhà ngõ, hẻm",Đã có sổ,108.57
81608,Nam Từ Liêm,Mỹ Đình 1,"Nhà ngõ, hẻm",Đã có sổ,157.5
27279,Nam Từ Liêm,Mễ Trì,"Nhà mặt phố, mặt tiền",Đã có sổ,116.28
12664,Đống Đa,Ngã Tư Sở,"Nhà ngõ, hẻm",Đã có sổ,101.39
2206,Thanh Xuân,Khương Đình,"Nhà ngõ, hẻm",Đã có sổ,84.78
71902,Thanh Xuân,Thượng Đình,"Nhà ngõ, hẻm",Đã có sổ,76.74
81385,Hà Đông,Yết Kiêu,"Nhà mặt phố, mặt tiền",Đã có sổ,81.25
13251,Hai Bà Trưng,Quỳnh Mai,"Nhà ngõ, hẻm",Đã có sổ,112.07
59846,Cầu Giấy,Trung Hoà,"Nhà ngõ, hẻm",Đã có sổ,208.62
25671,Long Biên,Ngọc Lâm,"Nhà ngõ, hẻm",Đã có sổ,83.55
17055,Thanh Xuân,Nhân Chính,"Nhà ngõ, hẻm",Đã có sổ,76.0
30768,Hai Bà Trưng,Đồng Tâm,"Nhà ngõ, hẻm",Đã có sổ,83.61
70763,Đống Đa,Trung Liệt,"Nhà mặt phố, mặt tiền",Đã có sổ,165.0
46579,Thanh Xuân,Khương Đình,"Nhà ngõ, hẻm",Đã có sổ,91.43
65050,Hà Đông,Quang Trung,"Nhà mặt phố, mặt tiền",Đã có sổ,130.0
56533,Long Biên,Long Biên,"Nhà ngõ, hẻm",Đã có sổ,81.43
15874,Nam Từ Liêm,Mỹ Đình 2,"Nhà ngõ, hẻm",Đã có sổ,117.78
69317,Hoàng Mai,Thịnh Liệt,"Nhà ngõ, hẻm",Đã có sổ,46.82
61304,Hai Bà Trưng,Minh Khai,"Nhà mặt phố, mặt tiền",Đã có sổ,91.11
71874,Đống Đa,Ô Chợ Dừa,"Nhà ngõ, hẻm",Đã có sổ,105.56
24207,Hai Bà Trưng,Thanh Lương,"Nhà mặt phố, mặt tiền",Đã có sổ,71.74
65379,Cầu Giấy,Yên Hoà,"Nhà ngõ, hẻm",Đã có sổ,73.53
880,Hà Đông,Văn Quán,"Nhà ngõ, hẻm",Đã có sổ,78.33
57594,Đống Đa,Ô Chợ Dừa,"Nhà ngõ, hẻm",Đã có sổ,78.57
52864,Bắc Từ Liêm,Xuân Đỉnh,"Nhà ngõ, hẻm",Đã có sổ,84.38
59129,Thanh Xuân,Kim Giang,"Nhà ngõ, hẻm",Đã có sổ,83.33
40778,Cầu Giấy,Mai Dịch,"Nhà ngõ, hẻm",Đã có sổ,167.86
47136,Hà Đông,Kiến Hưng,"Nhà ngõ, hẻm",Đã có sổ,61.25
31234,Thanh Xuân,Nhân Chính,"Nhà mặt phố, mặt tiền",Đã có sổ,124.69
35220,Ba Đình,Đội Cấn,"Nhà ngõ, hẻm",Đã có sổ,100.0
65636,Ba Đình,Ngọc Khánh,"Nhà mặt phố, mặt tiền",Đã có sổ,330.65
33271,Hoàng Mai,Giáp Bát,"Nhà mặt phố, mặt tiền",Đã có sổ,122.5
47576,Thanh Xuân,Khương Trung,"Nhà mặt phố, mặt tiền",Đã có sổ,84.62
1172,Nam Từ Liêm,Mỹ Đình 2,"Nhà ngõ, hẻm",Đã có sổ,93.94
45875,Cầu Giấy,Quan Hoa,"Nhà ngõ, hẻm",Đang chờ sổ,107.14
39745,Hai Bà Trưng,Vĩnh Tuy,"Nhà ngõ, hẻm",Đã có sổ,100.0
36269,Cầu Giấy,Mai Dịch,"Nhà ngõ, hẻm",Đã có sổ,95.71
43964,Đống Đa,Trung Tự,"Nhà ngõ, hẻm",Đã có sổ,72.5
77542,Huyện Hoài Đức,Xã Vân Canh,"Nhà ngõ, hẻm",Đã có sổ,58.06
44155,Đống Đa,Khâm Thiên,"Nhà mặt phố, mặt tiền",Đã có sổ,93.75
21151,Thanh Xuân,Khương Đình,"Nhà ngõ, hẻm",Đã có sổ,163.41
9793,Ba Đình,Đội Cấn,"Nhà ngõ, hẻm",Đã có sổ,91.67
728,Đống Đa,Láng Thượng,"Nhà ngõ, hẻm",Đã có sổ,93.75
